# relative_path|english_sha256|german_sha256
streams/audio/speech/a0_m10_dialogue_clay_as_you.wav|d9e2556dea7fb3c741ac30e3599865de621c7ee073aa19212a1f865599196163|f86e183dfc362ece43f7e91df01dc189fd55d5217470d0304d5905a04c21dcf4
streams/audio/speech/a0_m10_dialogue_clay_autop.wav|0c176cf9cdf00a910ef3de669bfcb65292f0aa7e029e6f772cb1ab5d54ac77e2|dbcfcae080cd39697bd240d78898e72e022a441ab2fcfef70ad5565198cb6925
streams/audio/speech/a0_m10_dialogue_clay_before_we.wav|33808632fe6eaa5df27c672e8cecee8e9b2f2d7bbf9a21903dd0a763d823ee4c|4d791ed35b6969ebc2ba73e951cc21a104d73dd8f02237b6b44fb5e80e1f781c
streams/audio/speech/a0_m10_dialogue_clay_bottom_right.wav|e20a7dc207ebb945f2577f29b6c6ad0eaf51991ca2d16ad3c74ec2373ebbeeda|481e491359bf14421208a4a74e3482612c02437ee8482842a684b644460662d9
streams/audio/speech/a0_m10_dialogue_clay_c2_do_you.wav|69d958ced51f000aabb4b90c544d885ff95f413bb8da15458ab250fb87072827|ddcb3f4d688184a7f9a77c550fc136a2b53e51f860dac1f60d1cae3bd7e5822e
streams/audio/speech/a0_m10_dialogue_clay_comms_menu.wav|4de46a2cdd586fca25390390a6432b9c7978cb0e55d333ecb797b9afa6b532fb|b8b6d9c341382b849f4175ebdb7d9693ac6f89d36ece721a1824957965090681
streams/audio/speech/a0_m10_dialogue_clay_contact_list.wav|567d580ae29f1729a2e654fda9cb35e81acd48a99a0032c23a7a95a3f3b3a6c9|01a1eb87eb643783d42612f0d8c11f7f254f439ecb915cfddad3f9d4c7bfff71
streams/audio/speech/a0_m10_dialogue_clay_contact_list_more.wav|3c112deb5137558b1ccf3c534c47230969d4a7246ce151e9fd6cbab75b237cc7|3ed5b2ab78b9ea98e865784f0076f69356acbfd3dd6d78b7a1ea9a10e03427e6
streams/audio/speech/a0_m10_dialogue_clay_disengage.wav|d678cd183c19a774e6a76040e81a294f71b9bcdb6b6819b240820ca7dfa383de|ad8f624b6c8fd1137a9b7b7bab99a7e421c67ba4510624fae084bf241de47aa4
streams/audio/speech/a0_m10_dialogue_clay_doc_menu.wav|c36dab67f02c2afd0872b6055938317a1ab5b4a1368b0a577f95a70b517f823b|284130ee003d86e6cb6f8a892fe4ab490c20984e446ed64336cd4465bdd234e5
streams/audio/speech/a0_m10_dialogue_clay_eng_screen.wav|2d2bcb5c42a90c7fed21852439ed8de1fd71d670de7cc18c1ddbb8e4f76f2031|495ae5b686aed4f4f27775b33cc13c09ca235fad38ff207af6cc29f86f5aef4f
streams/audio/speech/a0_m10_dialogue_clay_first_hud.wav|7a51f007c1d620ce44b3cd668ee7d2da63a189532a77f0f2564372140314eaa8|a80901325797987f4b4c03aa3efa146d9a3cf1af9e82f4503cf4f151dcef2edc
streams/audio/speech/a0_m10_dialogue_clay_formate_engage.wav|5fe99da9f93217b2967fc222d2e87e0a5f79e3baff1664726469e1fb3927bd1f|68aaf1069de2d0d519d7d5b1a6b61ade95b143f9e5eb030486ec428ffea2b0c8
streams/audio/speech/a0_m10_dialogue_clay_good.wav|3a32219a5893271786e9ccfce1955b47b7506eee86c98e8ee6731bfd913d53e3|0dbf1f168058ad886faba9ddd4863c2d68fa4443fdfda27d0a12a9a5ba796503
streams/audio/speech/a0_m10_dialogue_clay_hud_menu.wav|604887ad978eedd4f22b780a751d7bb7f8dfaec45cf9c9ba6bfb735953382c02|7872471141b8eca88dacd8f8ac752e2367b231125c15786b5e64a071b034661f
streams/audio/speech/a0_m10_dialogue_clay_hud_menu2.wav|4b9e263931c92b4f74a265b47566f4e28797dc7e0e464e6d9560a5ea5a9ffb78|776f77aaaae1cead8c907a5a732ed7baf538f875aa1bda2cb99938b7f35a9a91
streams/audio/speech/a0_m10_dialogue_clay_hud_menu2__Dact0_mission10_addendum3_localise__.wav|-|e933984b7962142382d47489455c594e9e5f77b1a9a71f2cec7c2873635037bc
streams/audio/speech/a0_m10_dialogue_clay_hud_select.wav|5c5b4c7c0e227d1a10f7413492d846b7b4e93d5524028c036cfc5ddcb730b3d2|42a4108413dbab9fd50269bc25d0cc46c818c0f61d35fd545c844988fcbef7c5
streams/audio/speech/a0_m10_dialogue_clay_i_know.wav|f09c220974cb08b125185bd1552b816b9e6da7443a7a3d2ee2267043169448ad|97046af9cb1f1f53da20e5a8cdd4ca58e05cc46a9ed3bd9f4c4243e9cfd95698
streams/audio/speech/a0_m10_dialogue_clay_i_think.wav|ea0474a779b5eec0448b2c92240687d5b9b111baca12ed07912021c58e07aaaf|6f6c7bf9d4cdc5c19081c608a516e6fdc8c86d0c04cf67c3c9090adf2fb686e5
streams/audio/speech/a0_m10_dialogue_clay_im_bringing.wav|9924ccc6c5a93e75b2e918e8a64e60416bfa006fd920275a585f680030da750b|a9fcc414ab7a940fdb4c934fc02ddd7b00403a14709112fbc2e0fb686deb2c64
streams/audio/speech/a0_m10_dialogue_clay_instructions_approach.wav|4100f898562445922fbe89b0808df07829f81798e47a8f5d59217e9f4b3e9918|d0ea6c09335d32a82b1fafc8cdec7a4f965edbc448b2a40e233f190aba686420
streams/audio/speech/a0_m10_dialogue_clay_instructions_formate.wav|9dc0d499ec6179ff071a329d4e59f920226b5d6aa76bc655a66f573350152c87|10d9edc3367ecde39900587a8f5250bc0a883b77457b071a85ad9ae78db786d9
streams/audio/speech/a0_m10_dialogue_clay_log_screen.wav|da48121a0101f5002502c0350f688603c6784741e792297d10d420dce9415165|55da572c0773eb39039a386bd5f7ef19e7f84a9354418eb5ec32a037660ebf1a
streams/audio/speech/a0_m10_dialogue_clay_nav_menu.wav|44f409ce3ca414b8cddf9960516e98c11307e1b3669e5ce0ae9a69b3bd15b5c7|05ae82a625e694af1c00cf7485cd66bfcf7c6210091ed8f0c04b65609c137da9
streams/audio/speech/a0_m10_dialogue_clay_new_cmd_menu.wav|750b8c838922031b5ac5ecacc77a843c2b8bd5fee02e58161d786a65f69eb11a|138e47dd880a7b90d68d5c4c9b64ae3baa8dd0e1d11e27a5197d8b438382d0f2
streams/audio/speech/a0_m10_dialogue_clay_now_select.wav|15e0a87b4765e15981f90ee42b66c8b855e7f1a1c3965577cb60371b44c4d971|83199d50caa9dc5a8e54707e8b50866de431d2627c4dcb96844bb0f162fd15c7
streams/audio/speech/a0_m10_dialogue_clay_objective_screen.wav|bb52027d04c20298330804fb1c39b82c6ac0b2dc66c42f4e3a6d1a8d9ddbe590|95a2eb4eafc1f0839d7d392175bb7a860f72518060ceeeceaf4407b01c61abce
streams/audio/speech/a0_m10_dialogue_clay_ok_this_is.wav|5ccc1d6ab6009ef19caa48c129c836cf97e7a8fbf7670a10b7ea34cda49623a8|6cfbe2687472cb5308169e7ba715aa2d810369ab9a88348543bad1e6e3b7db24
streams/audio/speech/a0_m10_dialogue_clay_progress1.wav|8997b53b3174e19c7948c302b2abbf419313ab2e2e699332ef88bdd92f053b10|34cb68d598857783ce679902d1e2610ed9a0a321988c6dac8a45f2bdfa4ed5aa
streams/audio/speech/a0_m10_dialogue_clay_progress2.wav|57cff258dec2ede5bb762bb19c053e86dfc291b9aa3bc5193a95463733d30c30|03412cc48bccbccf5313441902db1458f34700c25d02ed5a2bd19688252b29ae
streams/audio/speech/a0_m10_dialogue_clay_progress3.wav|1cd5f83842b32320d3582e0aadbe4eb9bc292049e9c3e460f3ab206f32fd174f|1c30c0b70f7dc7223937e6154d8c0d16b6b9e9e8f23a338ffe4a7a03875ad9f8
streams/audio/speech/a0_m10_dialogue_clay_progress4.wav|70992389c4ce2a8e9dd0b3255f34cb4bafc7fa1c8970a23a0202c59d3ff039ef|9aea256140d6a170feb9cff5dbf1b4fd097e670aa343e457f3a03ec195030d57
streams/audio/speech/a0_m10_dialogue_clay_right_lets.wav|b10cb6362e0a79d2cae37f8a57260660f3940fecbe0b3ccefe4611186fab9c34|70bc1d84beb5f5ad0f38ad76d7d6125b06a76bf3410737c409d024017cedd4a6
streams/audio/speech/a0_m10_dialogue_clay_starmap.wav|04314bc3607d1eaa6fb667d7b94b246b3c07a63738097d65660fb42741c974dd|7acd229dde60cfa1113de5c43656f057b6658eec923aa6c7f0f36455191bd303
streams/audio/speech/a0_m10_dialogue_clay_that_leads.wav|1a361ca2f54920c1da41c6ba35c505144e7c94789053077bef7c38fb35e72860|fd58286c6aa1cf18e2f82e43b3a3e1e8586b05f593900cb2271ddcd96f291d7a
streams/audio/speech/a0_m10_dialogue_clay_thats_the.wav|f614c4d5ff6a560f9c0c3a127cc500f0e8adb3d44d55927785509bd167ce68df|91cbfd3df496e8c398869ff888640af66732ddd87c19b3b4d68da222255b8fd1
streams/audio/speech/a0_m10_dialogue_clay_the_final.wav|8bb4ecf193a9f3fb0956213bc4e35c27e1e58796f584af8ba0f0fde1a8ab56ee|267426c5181ba78e45974917c93216147807786e467f064b92aa9d338505ddee
streams/audio/speech/a0_m10_dialogue_clay_the_first.wav|638aee00fa20163253ab517a4af1145946a653c28f33b0c37c448b1101a16f90|f87a5111751af9e393bffee6d30a406d56c02da7000ce925adb8d8565eac7afe
streams/audio/speech/a0_m10_dialogue_clay_there_it.wav|86923b0e9ae66e360be75c32f93e31d05a0e56fd899519174cf0c89c672d7926|d26bf82b7a6d3aae3673c824e107d1a6e62a19cc2e5bb900cccfd9074c167b79
streams/audio/speech/a0_m10_dialogue_clay_there_weve.wav|a850520167f0a3f986dba6da3b921b303dafe8ef205d9b36e8609afffbdcce53|fa1121c7213714ec98807d7a1f46cb92cfaf5ffaad4050b42fe1485cbf199ab1
streams/audio/speech/a0_m10_dialogue_clay_this_is.wav|aac0cac0d70a51b2c9001b1b546a4b16c81190ba88e8c4abd13143ca72f219e9|c988e34f29d4dea95a89106035ead6c6ec7f3ee1c055b0b8b091c91111384e1d
streams/audio/speech/a0_m10_dialogue_clay_top_left.wav|16bdd94a87f4f870842578189a988126b91708c469eaabd090971e4b03f73872|e4e0326664f66630aa5a29b5645eeff1221ecd0dee62b9f79ed1d763fc6ea0ec
streams/audio/speech/a0_m10_dialogue_clay_top_right.wav|909c9fae1c25f75380afd580fc1026650fb4e3d49f7f7e1197292c59e42e8ebb|a9e057c29dc46a81101161c60f59eddf71263bc578bb18cee6c3546496bb7668
streams/audio/speech/a0_m10_dialogue_clay_under_top_left.wav|28d6ae76117e43fae472f9ae90adfb2a1936008a799ed83a2330f96670d7778b|cb5efa59615bb386ddfb07827097a1b4e380deee627ab6c2eddc0f797cb5b6cf
streams/audio/speech/a0_m10_dialogue_clay_undock.wav|4b5a4928943f4270d007e618cbe39ba8de03223db3ca8e4b53eef4015b5d3ef0|d3d3f08cc652a8ce3822d47ab86e3d7c16a3e9117776514c2078403f310347cd
streams/audio/speech/a0_m10_dialogue_clay_waypoint.wav|cbbbabcdf4f355e79d62f086c00ae82deec956b09679d22ad4bb8d87701d5fae|c3de5b3132a3dc22c69343e58e2d133c7312e83dcd8b7f801855be6f7dc6e285
streams/audio/speech/a0_m10_dialogue_clay_wep_menu.wav|6ae265dd6677ba47efec2aa2f60985b71d1a9c255e1d2ede4be322d463e898fe|5ff2237384cc8d9ee5bc2d282894775a59e1deac5734bfdbf7bec9f5df6f2656
streams/audio/speech/a0_m10_dialogue_clay_were_here.wav|d7be4895a4f224e3beb43b1091f02b42c3da9e6c125df085aa8358e9f7a6c6b4|45a30067bf08ffbf7f812375481bf51484eb8549695bc51f0916e1a7ff80801d
streams/audio/speech/a0_m20_dialogue_cal_c1_option1_start.wav|-|40f80a25c73ec51594b8d8459054c05ea1e43dfe9755011829bfa6aff47c9496
streams/audio/speech/a0_m20_dialogue_cal_c1_option2_rules.wav|-|6297ea4a5e34a750bec83bf479f279e7419d36b4c719171319e4e15b415cffaa
streams/audio/speech/a0_m20_dialogue_cal_c1_option3_hi.wav|-|a669681bd464e16432c0b7517c180b8dbc49c957677d1e5115c927d5e92212e4
streams/audio/speech/a0_m20_dialogue_cal_c1_option4_nothing.wav|-|8002387f449a72700e285779ae2b470ec2d06b391cd39b3d2cafe22166e6d084
streams/audio/speech/a0_m20_dialogue_cal_c1_option5_nothing.wav|-|ab7db2632f68ac785064bd814332c84b1a6181af3055cd630d75fcf172c95309
streams/audio/speech/a0_m20_dialogue_cal_c1_option6_hud_tour.wav|b9914d8a82a7eb4f377974fe2347eb49df7811b2744940e89ea804cf4a13c3a3|93373e12083216f79957bec5f53720704310bd12793333165b88fbd969f70d1e
streams/audio/speech/a0_m20_dialogue_cal_c2_option1_yes.wav|-|499a54587b9e7cadce2d83420ff32e3e3ec0ddab1e7d171faf6c73663fa2b970
streams/audio/speech/a0_m20_dialogue_cal_c2_option2_no.wav|-|80cc16de97124c30c238531f567e27d128f057242e19fde54ea58410efc88430
streams/audio/speech/a0_m20_dialogue_clay_ah_quiting.wav|62de4a7a8b2f7f2d80da0e034cc89aaadb68f6574e5160af4d2cf4d2891ea140|c33d1825f7c03f89ece8f61e12edd32696252523223b01867d48e2d0a45dcb0f
streams/audio/speech/a0_m20_dialogue_clay_all_hit.wav|a5460853eff31abc303d64fc633f0a0c93b6f5c940c40cf5e8c1b8a487d50e1a|a1556f939730d2774fb6a8b15ba65e540df52c9948b0514cf6c4619376aa63c0
streams/audio/speech/a0_m20_dialogue_clay_around.wav|fce28887a82158208d14966afbc94134e2008ec196359365e14d96bcdbfa1d98|a281295171c43fc6d2e3ef55a17074831b0b3b50e075ef7204abd6959b18a39f
streams/audio/speech/a0_m20_dialogue_clay_as_you.wav|-|721545c73e819f97eacd30e1875e5de46a8c3ae824a5bc474120becba5084090
streams/audio/speech/a0_m20_dialogue_clay_at_any_time.wav|0dc64f1bbca84dcf08f9ccdd7997aee3e1da4cbd36f3e56af9a21cc87ad35278|1163099cc9aacbb9f289ca2d58f017b086d301f6abf07f10e5da706f0a16d2c5
streams/audio/speech/a0_m20_dialogue_clay_at_groud.wav|37e67319cfe32561950957ce352d178ab558c349060f23039203d5058e6d8c89|10265904daace4b53f5f4d6c0bbfa63985cc8f6a87597eb5c386fc645f2d9ad5
streams/audio/speech/a0_m20_dialogue_clay_autop.wav|-|5616bf897e6b18dadef48323781829139840ea64f0993a12b098dad54d1fd044
streams/audio/speech/a0_m20_dialogue_clay_bottom_right.wav|-|01a453c9346d1ee1909a21ace7d44817ffe19d47cb406985891743faef8d509e
streams/audio/speech/a0_m20_dialogue_clay_c1_right.wav|763b2cc83803a9f213763273042e9b693abd1ca1a9ddf786a6b6cbc74d544975|fccea7fdf8097d9cb43e7098d97e466b8a65156e3cd0feeceb2f9b6fe8a02b47
streams/audio/speech/a0_m20_dialogue_clay_c2_do_you.wav|-|3456c50a1ca95c2a276100ae8fef031285b731a1116dc78df583cd14ff4c4df2
streams/audio/speech/a0_m20_dialogue_clay_cmd_menu.wav|-|3bf1881f26055083c63c966f324bfafeefbc4dcbc71beeb80d7adf4e7329422c
streams/audio/speech/a0_m20_dialogue_clay_comms_menu.wav|-|7c6f6909381a4cb7a85fe876a398082887e9eba7921c760fd6e14c6b22a75be0
streams/audio/speech/a0_m20_dialogue_clay_congrats.wav|5297bbb4ccc60268b2beb38db68881f3ae96f2e8c7238321f032e6ff5ce23335|290e3e7cbc6ed3e40c0480aa7b6851abecc29d2ed3353f252afe333e857a8b95
streams/audio/speech/a0_m20_dialogue_clay_course.wav|d02018ea65f8244acea75cb767f5e2a92a80f3906b85403375fc306d8fa41a35|b041e20c0720a01d6267b25bdc9454328799546107ca59f806d9a8860ecf4a96
streams/audio/speech/a0_m20_dialogue_clay_dont.wav|d15e4bd11476d54630ed3c79f29e772c0c34af1ffc4ab09d5532d2dcc7dbf53f|044f4073b8cc7253f79111a7c90d356712cee9083d7ea3f494f7831ac60fbf28
streams/audio/speech/a0_m20_dialogue_clay_enabled.wav|b9483ef42ee73e28e2113d8ddf6fa35c28ddcf8a5f56e8de95fc138bfbf5fa3c|b6de19172de515a472a10ff91168690b1e0bafc4a22b0abe02b552b04f4e6092
streams/audio/speech/a0_m20_dialogue_clay_eng_screen.wav|-|504ba366b477b4e5dcc64bf2e39a18145b2ecb0b6507ea0ea0662039b9593cec
streams/audio/speech/a0_m20_dialogue_clay_go.wav|f556d430ae40e92e7934110a74a82c0047aeb1d49aa185820e031951040a2d3f|784c69530adfe9062365b1898628f3a9906ba04926eddee231f3525e7a1c7a58
streams/audio/speech/a0_m20_dialogue_clay_ha.wav|9950330343849d91df5a4dd39f7b36738c87bd14777de802e4c73bbbe3b82e30|1cd4e9b755ea04a063e5b5a84fc105f56a40544f467684e7041526c1880618e0
streams/audio/speech/a0_m20_dialogue_clay_hud_menu.wav|-|7fe50e6b2b4055d1256eb73c77a3584d4f981936ebd081bf916a5a498a0efb1a
streams/audio/speech/a0_m20_dialogue_clay_hud_select.wav|-|ca1882b3f58a1922548b88670c52e2b260d206fd70cc1df213c0028ce2cf3042
streams/audio/speech/a0_m20_dialogue_clay_im_not.wav|99b91d43aadd4a3b890035f536a6de8786abefbbd97b72c56bfa6865ba9b736f|fde88c2a4e89c1aefb74620714c3f555bad674563159d295c2d45354ba45b79e
streams/audio/speech/a0_m20_dialogue_clay_im_sure.wav|4fc2c98358ecf05f54050b327893bd55579eb1b4b16c0a9af112b957d639932c|b30530cd5663890b9bdd37b73abbbfc08fc97c123109ab1e83af90089107084c
streams/audio/speech/a0_m20_dialogue_clay_isnt.wav|976cb22636bd2368e0e6d59bd8767ccb5c4e08142e86b173580de1bdb558daad|e4a02ce1b25b2ecc34563e391dc9cb363a0af31bc0b0244223a34845a1311c42
streams/audio/speech/a0_m20_dialogue_clay_log_screen.wav|-|9766376730344667adae23446a73065c412f892fa77224b01e2bd9429fd4d963
streams/audio/speech/a0_m20_dialogue_clay_marks.wav|b384c862ee83f3c132c47ab6d5001c8a17bc3d241112e0a10b7bdd542a776947|b6197d2b91641d6c82be340c420e628696f51fd61042747975302a2864a14aae
streams/audio/speech/a0_m20_dialogue_clay_nav_menu.wav|-|e934e23152ca0b2500a15431504dbc2651902563b0c840883a80952b4a34f842
streams/audio/speech/a0_m20_dialogue_clay_objective_screen.wav|-|d032f80a1af336c9f065772d78c5a86cf89fe1c4fde8f543a035b7c94756b784
streams/audio/speech/a0_m20_dialogue_clay_ok_this.wav|9a1639936b570e868efb4e5e8200d642807a362dd23ee7b5173c2567eb8df29e|146451c9cbfde07128bd78e1460aecc9bc7f0d315dfe6ffe85b978414b939272
streams/audio/speech/a0_m20_dialogue_clay_refer.wav|56cbac90bfdc0638bf82a603df29e29a5c2dede4d5ec33f17c0aef27a98d4c40|539b29ae7bba0e0b487519b77264ddd9f9b4dfd1d11770c4ec3a00fc24537283
streams/audio/speech/a0_m20_dialogue_clay_remaining.wav|a9c271dc2d51a912d9ed5f1321021905ac32ebec2891e48e47aa246c34865840|1ff0601af5960f6cc68631e36c0dc451f6e024c6e92e92544eb20df56156ab4d
streams/audio/speech/a0_m20_dialogue_clay_retry.wav|97cbd45576bcc12eb7867133151c00b81a34cab0c5d1d5b9e75c32a16a84be64|ce66354c3c2dcf1ed760a05b9bdc43e682dde5e4ef7e6295b16f65137978a3c3
streams/audio/speech/a0_m20_dialogue_clay_starmap.wav|-|655c492746e8579139b8a511baf54d57ddafd59a0badb8528191b1d35af404c4
streams/audio/speech/a0_m20_dialogue_clay_sure_first.wav|-|cadf62c4f4a729660673041c4521a5a6ba7f4da49cb67f3214f30ca883b4c4af
streams/audio/speech/a0_m20_dialogue_clay_target_comment1.wav|e55c634d19bc7524eb1e53554ed3e1739b0675ea4625450a5b7065140135c9fe|80c131eb2c5093a2290927042bab901059cb34368551a7d3ccc52c49e36a69ae
streams/audio/speech/a0_m20_dialogue_clay_target_comment2.wav|93dc65be8ecd46edf3d1a2dc1007f904f7d6b5ac7fd586fdf8358707e52fd13d|207c13d9c1e2fa842698b000730b2cb6eeb7a62e079c2cdc2e43f3cfce0cd6ac
streams/audio/speech/a0_m20_dialogue_clay_target_comment3.wav|2e92d04625f290e4126b8fbefb6d331e630cf87a0b7a95c787bbecb2d2465237|00820fa4681f667445ca3cd7f22124ba1aa07616775fc756b88d70c7fba13c6b
streams/audio/speech/a0_m20_dialogue_clay_target_comment4.wav|ed7d1824f94de979eaf6670bfcef9447222aa3c5f7e59d16cb276de89526c6f9|88905fa46f52e7793282c8697a42e267d64169333ed9915000e1fc3d00c208e4
streams/audio/speech/a0_m20_dialogue_clay_target_comment5.wav|7a3dff6ad3655aed3143c53109f3a7b266eb8f27486406df3596306e1f27fd5d|93746dceb48c26f69689581a9bae0b4a791a1d91f80f9fcfdac35a2fe9a9d6cf
streams/audio/speech/a0_m20_dialogue_clay_target_training.wav|219048fb06688fff26cd4e526ddfafc92e52d456e68dbc70b8bb39da3ad9e273|da156c8b93f8aaaa82672d6fbcce69f8971a0f24b2757adcdddae174ab771b6a
streams/audio/speech/a0_m20_dialogue_clay_theres.wav|64a9b93a58dfe2b4985794ac69ba83fd7098bdd7072d0ac9c15013a8fb57169d|7fd284def9330a56c23014fc8e69a7dbdc6c0e6d55020d4ea07ca9c855a96552
streams/audio/speech/a0_m20_dialogue_clay_top_left.wav|-|5e87e1e3b323599a2e569b9df778df1cd06a21c5838a6571882bafe58281ab85
streams/audio/speech/a0_m20_dialogue_clay_top_right.wav|-|c1678842c8d009ca9fd26393bf7e4f64ae93216e4244fdac4a042ba25144c83d
streams/audio/speech/a0_m20_dialogue_clay_tough.wav|b6b90bf08fedc2b2c7ff7bd4e4f618be815465cc522eaf70209b191f66dfad79|c2831ab43f2ade809cade479b5eaf9f9e4a47bb889e1e1606a450e70f5bdd7fe
streams/audio/speech/a0_m20_dialogue_clay_under_top_left.wav|-|99bc1c51a442673bc992ab0872301c1a76a45ed360da5aa7db533158906eb5f6
streams/audio/speech/a0_m20_dialogue_clay_well_done.wav|0c397140d43a67d69e7d0d1af602c5057338f38a118dbc7a97f50bbc126988ff|f5b4aef12c3ed607c85ec7f269b67891998c4e716ed5f9b1bb656bb32efd5160
streams/audio/speech/a0_m20_dialogue_clay_wep_menu.wav|-|72d99b8041dc7ceb1b1f13170304323e7973fbdbce3cfb15b10e1d0000a5607d
streams/audio/speech/a0_m20_dialogue_clay_wow.wav|6e4c3a122571d0eeed871ee23e71edb6b0f37f6e38e6ae8a73571f49042c88b6|67f76c0193f76938b9b25b68f34378d3e451c02333c4cb9021fa4f0fc32cf661
streams/audio/speech/a0_m20_dialogue_clay_you_failed.wav|3d7dedb386bc5af50dbe887b876663fa41f2a3ff9c755dca6450cd33bcfffe50|c0166a088666c32215b7bc65589b3e0330bc534cc7cd030d978405b918319b71
streams/audio/speech/a0_m20_dialogue_clay_you_hit.wav|ead462c870aac13b4d4c1c168c9a2849369195fef55d3d3796b90c24218c5277|4523390235f955e82eb21eaede3abb4c04b02fea0ad0a9a161efbc6f009830b2
streams/audio/speech/a0_m20_dialogue_clay_you_made.wav|5ca685de990db855a756d898fd318e561565ece9b30c3a210366b811a3fdc17d|1c2c6ec3fc5ef8278b5b3c8bb1881afe15e5c11877a0a32cc150714504ee287d
streams/audio/speech/a0_m20_dialogue_clay_your_gonna.wav|b0f995f25a08b3c4a45eae6b2987ae6a79899357e9606360a370c5d76523c822|f280dfbb0caa4208f706e17caa8811f360f48d2ea2942921e2fa2680c3191bbc
streams/audio/speech/a0_m35_dialogue_baddies_i_think.wav|cf35e8058abfb4d7204f028c179bf41c5bfd10217760fb6ad8c1fe675373b489|71a94eabb9af86479e297323e41d9f3eeb4d14f93962d75a52c7995ff976b07a
streams/audio/speech/a0_m35_dialogue_baddies_o_a_tough.wav|151b50574c7e740ab4272743c3fc758c0d754a0161e5ae135e7fd53507e5dbd5|b076b95a0f63505d18ac7dbf3f5e47c42d56a36c72bc9578bf3ada07a7fea96e
streams/audio/speech/a0_m35_dialogue_baddies_you_just.wav|1332fe1c09303a6f64b2d7a389d5deba57a60e4c7f157a5db6d4b2d2a6ffcc27|dcb52577a867034239bae21d5a237d18e64d01619666b4d0286998c3c2258e14
streams/audio/speech/a0_m35_dialogue_bullies_what_do.wav|0dfb439ff18a23d18e933372b7b975449da9e57868ab5208e93f87f3db92912c|30e3029b04cc34aef5f7f7bce85982b93520c3b6cfe0d3fc7055f6aa08c93577
streams/audio/speech/a0_m35_dialogue_clay_come_on.wav|8b5171a1a9df4dd174c1ca63dc852437a89de3eccf664d0212528a987dd9e5a9|25c57e27436d7213d08c430efc28843069bbd8ac16c748cfe592462cbcb61456
streams/audio/speech/a0_m35_dialogue_clay_guess_i.wav|78bf0fa1022f1dc02e176f357ba6d6e969901b10308a3b5a08c47ab2a159a191|db54d39a096262f7a40b6cee8977341a89a08362cc819b17c1e4834f85111771
streams/audio/speech/a0_m35_dialogue_clay_help_1.wav|2445624aa1bc746ea4304abd9c225aaacf3be64a75de4c03e144d305121ba666|e3cb82cb132c88ffeed38c424da718a42f3e94b732cbd9eb7b8572cfc8f92b5f
streams/audio/speech/a0_m35_dialogue_clay_help_2.wav|049ee1ae88af49b8e472a0244d23a8dd87ab3524bd3689ceb664b1f8f46a662f|35ea6d8be42d664415092d1e687cdc068c37497948b2ec7f96881f98e657eed6
